condition_index,condition_id,suite,environment,runner,grid_size,grid_cells,robot_count,target_count,pair_key,algorithm_key,algorithm_name,algorithm_import,top_k_rate,top_k_max_cells,top_k_basis,comm_label,comm_model,comm_level,scenario_file,scenario_sha256,seed,num_trials,out_dir,working_directory,weight,command
262,comm_g19_r4_rayleigh_drop025_acbba_topk010,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.1,36,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\acbba\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,34,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\acbba\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_acbba_topk010"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
263,comm_g19_r4_rayleigh_drop025_acbba_topk005,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,acbba,ACBBA,benchmark_sim.algorithms.ACBBA:ACBBAAllocator,0.05,18,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\acbba\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,33,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\acbba\\topk_005"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_acbba_topk005"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
264,comm_g19_r4_rayleigh_drop025_pi_topk100,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,1,361,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\pi\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,47,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\pi\\topk_100"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_pi_topk100"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
265,comm_g19_r4_rayleigh_drop025_pi_topk075,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.75,271,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\pi\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,43,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\pi\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_pi_topk075"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
266,comm_g19_r4_rayleigh_drop025_pi_topk050,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.5,181,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\pi\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,40,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\pi\\topk_050"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_pi_topk050"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
267,comm_g19_r4_rayleigh_drop025_pi_topk025,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.25,90,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\pi\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,36,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\pi\\topk_025"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_pi_topk025"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
268,comm_g19_r4_rayleigh_drop025_pi_topk010,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.1,36,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\pi\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,34,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\pi\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_pi_topk010"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
269,comm_g19_r4_rayleigh_drop025_pi_topk005,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.05,18,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\pi\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,33,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\pi\\topk_005"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_pi_topk005"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
270,comm_g19_r4_rayleigh_drop025_hipc_topk100,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,1,361,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\hipc\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,52,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\hipc\\topk_100"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_hipc_topk100"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
271,comm_g19_r4_rayleigh_drop025_hipc_topk075,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.75,271,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\hipc\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,48,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\hipc\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_hipc_topk075"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
272,comm_g19_r4_rayleigh_drop025_hipc_topk050,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.5,181,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\hipc\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,45,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\hipc\\topk_050"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_hipc_topk050"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
273,comm_g19_r4_rayleigh_drop025_hipc_topk025,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.25,90,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\hipc\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,41,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\hipc\\topk_025"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_hipc_topk025"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
274,comm_g19_r4_rayleigh_drop025_hipc_topk010,communication,comm_g19_r4_rayleigh_drop025,clue,19,361,4,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.1,36,grid_cells,rayleigh_drop025,rayleigh_style,-50.63,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\communication\comm_g19_r4_rayleigh_drop025\hipc\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,39,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""rayleigh_style"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\communication\\comm_g19_r4_rayleigh_drop025\\hipc\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""comm_g19_r4_rayleigh_drop025_hipc_topk010"", ""--target-cells-per-robot"", ""90.250000000"", ""--actual-cells-per-robot"", ""90.250000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet"", ""--comm-level"", ""-50.63""]"
