trial_label,match_method,group_review_flag,group_review_reasons,capture_batch,source_path,source_file_sha256,source_line,source_column_count,structural_repair,source_row_sha256,robot_id,target_location,alg,top_k_rate,top_k_max_cells,drop_rate,config_sequence,trial_mode,commitment_horizon,logic_revision,scenario_sha256,steps,msgs_sent,msgs_received,1_rec,1_sent,2_rec,2_sent,3_rec,3_sent,4_rec,4_sent,5_rec,5_sent,bytes_sent,bytes_received,motor_time_ms,trial_time_ms,cpu_util_pct,mem_used_peak,mem_free_min,candidate_filter_calls,candidate_filter_time_us_total,candidate_filter_time_us_mean,candidate_filter_time_us_max,allocator_solve_time_us_total,allocator_calls,allocator_time_us_total,allocator_time_us_mean,allocator_time_us_max,allocator_time_pct,mean_step_time_ms,task_cell_replans,path_replans,collision_prevention_events
CBAA 5,algorithm_target_exact,no,,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-CBAA.txt,D561DB79918780B26F3FE24043CD23C0BE38C0757D38768779A35DF412A3230C,8,45,none,F2269C7E6F137986B616CE8AE738BF6721C70895DE36AAADCA0705C65AE4F23B,03,13/16,CBAA,0.03,11,0.0,1,clue_search,1,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,23,61,201,70,22,72,23,56,14,3,1,0,1,881,3430,25199,48951,29,222384,7104,3,1170818,390272.7,394893,74054,3,1853151,617717.0,620772,3.785727,2128.304,0,0,0
DMCHBA 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,2,45,none,4FFC09A6DDC692056D9189BBC7F97A40C8DAE8C5EC2DB4CB7ACE002929C31E64,00,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,26,69,31,12,34,13,0,0,3,1,1,0,208,751,12138,19548,12,190240,39328,1,224684,224684.0,224684,621229,2,848697,424348.5,847178,4.341605,1629.0,0,0,0
DMCHBA 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,2,45,none,300BFD9992786C71ACCDA17B67F27C567658FE7B6A0CB4B5AE6C80D04AA6EE0A,01,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,9,20,75,34,9,37,10,0,0,3,1,1,0,160,811,11618,19654,12,225616,3952,1,247577,247577.0,247577,654821,3,906339,302113.0,903679,4.611474,2183.778,0,0,0
DMCHBA 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,2,45,none,A93FDE43A683FDA7A7F409F88B4A464C42D4E9685F5C91B894250393E369B243,02,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,25,70,32,11,35,12,0,0,3,1,0,1,226,735,12425,19409,12,227616,1872,1,266931,266931.0,266931,641775,1,909981,909981.0,909981,4.688448,1617.417,0,0,0
DMCHBA 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,2,45,none,C58F38B58208DF8B2BFDAD2B0477BB39D5401DB45B24DF15FFFF38E8602710E5,03,5/9,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,24,71,32,11,35,12,0,0,3,1,1,0,227,736,12487,19618,12,188480,41088,1,251602,251602.0,251602,632009,1,884885,884885.0,884885,4.510577,1783.455,0,0,0
DMCHBA 2,algorithm_target_exact,no,,initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,3,45,none,FECE74A663CE2B6DF561173A0D7A9415FCD4C5564A0844528E8B60C4C0E49AFF,00,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,29,103,46,13,50,14,0,0,6,2,1,0,231,1086,15681,30415,18,226768,2800,5,628947,125789.4,127872,1969796,7,2615521,373645.8,913770,8.599444,2339.615,0,0,0
DMCHBA 2,algorithm_target_exact,no,,initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,3,45,none,E72C3222AE59ADFF2F57F485AF9DFD8825FB16A6CC06CD88C6F695D22350C124,01,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,35,96,43,15,46,18,0,0,6,2,1,0,282,1014,17678,29876,15,229280,288,3,403348,134449.3,137402,1377707,3,1788908,596302.7,944735,5.987776,1991.733,0,3,1
DMCHBA 2,algorithm_target_exact,no,,initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,3,45,none,895D633983D286066386A3FF48D0F3DCCEE7546CD31BCA01A8876E489E60F09A,02,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,17,36,94,42,16,46,17,0,0,6,2,0,1,312,970,17534,28597,13,201472,28016,1,136959,136959.0,136959,722321,2,862169,431084.5,860601,3.014893,1682.177,0,0,0
DMCHBA 2,algorithm_target_exact,no,,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,3,45,none,C901B3349C66FEB4C6A6D9504A12890988DF82D7CC03391322EC5AAA9ADCBCF0,03,7/2,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,33,97,43,15,47,16,0,0,6,2,1,0,296,992,16710,28711,14,205664,23904,1,133601,133601.0,133601,709384,1,844255,844255.0,844255,2.940528,1914.067,0,0,0
DMCHBA 3,minimum_four_robot_trial_time_range,yes,duplicate_rows_duration_cluster_selected:range_ms=421,initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,4,45,none,F19F2DB5B88517939F1FBF594FA20EE5E114277D599CD23981D64E29109345DA,00,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,18,47,20,8,23,9,0,0,3,1,1,0,145,519,8616,14002,15,216864,12704,1,306700,306700.0,306700,679397,1,987357,987357.0,987357,7.051542,1750.25,0,0,0
DMCHBA 3,minimum_four_robot_trial_time_range,yes,duplicate_rows_duration_cluster_selected:range_ms=421,initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,5,45,none,E994C9771563D5E7138401C69B17F0E33730E6447150438A2679EB4E22E7C33A,01,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,17,48,21,7,24,8,0,0,3,1,0,1,140,526,8605,14188,14,205520,24032,1,308782,308782.0,308782,672486,1,982545,982545.0,982545,6.925183,1773.5,0,0,0
DMCHBA 3,minimum_four_robot_trial_time_range,yes,duplicate_rows_duration_cluster_selected:range_ms=421,initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,5,45,none,2F55186237FD40421BB3CAABF1D7F727F5CB33F86886CCF35A5087AA448774DA,02,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,6,14,51,22,6,25,7,0,0,3,1,1,0,133,539,8327,14244,15,226192,3376,1,331520,331520.0,331520,639142,2,973465,486732.5,971957,6.83421,2374.0,0,0,0
DMCHBA 3,minimum_four_robot_trial_time_range,yes,duplicate_rows_duration_cluster_selected:range_ms=421,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,5,45,none,C437587371BEFCBBC4ED7CEB77A0B3D3C8A53EA1202A233C0519560C1759B75D,03,3/11,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,7,16,49,21,7,24,8,0,0,3,1,1,0,152,516,8677,14423,14,227680,1888,1,336648,336648.0,336648,677377,2,1016804,508402.0,1015300,7.049879,2060.428,0,0,0
DMCHBA 4,algorithm_target_exact,no,,initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,5,45,none,08A9A2F9D07A9EA009AEF8B00906208ABF4419DD0EC9C7E609ED34011D5FF4E0,00,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,81,165,481,236,81,239,81,0,0,6,2,0,1,1422,5617,81751,122664,9,226816,2752,7,373446,53349.43,59405,2709707,9,3105076,345008.4,854041,2.531367,1514.37,0,0,0
DMCHBA 4,algorithm_target_exact,no,,initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,6,45,none,85F793D453AB365C050540A03CD3B6816E7AA8D9B417BB9BC8A273D0B68F5F38,01,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,80,163,483,237,80,239,81,0,0,6,2,1,0,1419,5624,84532,123089,7,211776,17792,1,46853,46853.0,46853,696249,2,745890,372945.0,744382,0.6059762,1538.613,0,0,0
DMCHBA 4,algorithm_target_exact,no,,initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,6,45,none,A84B3FB4330E5D8423D326595CFB3B957253017F982351D62C17F7C62E7D3DFE,02,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,78,159,487,239,78,241,79,0,0,6,2,1,0,1622,5429,86425,123012,7,210656,18912,1,49230,49230.0,49230,665894,1,716402,716402.0,716402,0.5823838,1577.077,0,0,0
DMCHBA 4,algorithm_target_exact,no,,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,6,45,none,E05B96537218B230E5650A43954E1E434929CD084DEAC1F88A63D85526E19B8E,03,5/4,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,78,159,487,239,78,241,79,0,0,6,2,1,0,1614,5437,84505,123047,7,213936,15632,1,67993,67993.0,67993,714052,2,784629,392314.5,783307,0.637666,1577.526,0,0,0
DMCHBA 5,algorithm_target_exact,no,,initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-DMCHBA.txt,8539042BE43B1518D60D83378BD2C5B4F83B1D9234AF08D6563FA003109015AC,6,45,none,3A21D316A576F1BB664047F7A29377C9C3916CCD1800D02ECFEC9087F9759178,00,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,20,42,120,57,20,59,21,0,0,3,1,1,0,372,1398,20450,31215,10,213104,16464,1,351747,351747.0,351747,776694,1,1129708,1129708.0,1129708,3.619119,1560.75,0,0,0
DMCHBA 5,algorithm_target_exact,no,,initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-DMCHBA.txt,9DCCC8938D2E6D912BAA03F660D42EA3D69CAAF48997067CDDA4E9130CC4F089,7,45,none,73037B1004908A875A709B17AE99BEB272A7DF565E40007A4D71F8BE72E5D005,01,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,20,42,121,57,20,60,21,0,0,3,1,1,0,369,1415,20855,31379,10,226672,2896,1,380943,380943.0,380943,776004,1,1158223,1158223.0,1158223,3.691077,1568.95,0,0,0
DMCHBA 5,algorithm_target_exact,no,,initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-DMCHBA.txt,733512893E1E73CFF29CC4D408B906C9E72720BBC1335BD6C7D2052BD83A1FB7,7,45,none,0DC17A0FD0D0A6F2D665C922DD14DFFA62FCE346CD670BDB50E10AD7681F127F,02,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,19,40,122,58,19,60,20,0,0,3,1,1,0,412,1362,21354,31333,9,218256,11312,1,406619,406619.0,406619,776425,1,1184315,1184315.0,1184315,3.779769,1649.105,0,0,0
DMCHBA 5,algorithm_target_exact,no,,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-DMCHBA.txt,8DBB16BB92732553BEC25154C32E9648B118F220785AAD2E1538039153D89166,7,45,none,605850BDF99430DD451B3D776B142D0599598D99FFA7F197860FD142E336FB7C,03,13/16,DMCHBA,0.05,18,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,19,39,122,58,18,61,19,0,0,3,1,0,1,389,1378,20314,31002,10,219552,9936,1,395551,395551.0,395551,755383,1,1152206,1152206.0,1152206,3.716554,1631.684,0,0,0
HIPC 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_00/metrics/onboard/metrics-log-HIPC.txt,EEF42B6CBEC55D5A3DB7EDC75F75A59D56010D2F74AA4F56B49C55D84002CA93,2,45,none,E820FEEEB419DFF5B0DAAF93F9154F6EA6DDDEDCCBE77ACDA1241FF5C51A3EBB,00,5/9,HIPC,0.1,36,0.0,2,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,13,32,81,30,13,33,14,14,4,3,1,1,0,404,1277,13448,23291,17,213232,16336,1,957140,957140.0,957140,1180123,1,2141466,2141466.0,2141466,9.194392,1791.615,0,0,0
HIPC 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_01/metrics/onboard/metrics-log-HIPC.txt,2FE06A7BAF50CB83A2B7E8BB947C4CF80F86D8D2FB8FC5F0CCAB74D0F802EEFD,2,45,none,A51E6C60B07EDE6B1F8BB9C5B8C7C0BA826719BCD4E1DA9E86507C886BB92337,01,5/9,HIPC,0.1,36,0.0,2,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,24,87,34,8,37,9,12,6,3,1,1,0,329,1348,9938,22215,28,188576,40992,2,2314759,1157380.0,1190258,2420610,2,4751362,2375681.0,2382888,21.38808,2776.875,0,0,0
HIPC 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_02/metrics/onboard/metrics-log-HIPC.txt,3623414F32445584F8EE3154D128718DCB89EE1543B1C159CECA91AD819F95CD,2,45,none,32D35BBA1BE724189E4710DFD49A108C6E8D649CC727746A5096A3C46641DFDF,02,5/9,HIPC,0.1,36,0.0,2,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,12,28,83,31,11,34,12,15,3,3,1,0,1,361,1308,12617,22132,19,229024,464,1,1499650,1499650.0,1499650,1180625,1,2684454,2684454.0,2684454,12.12929,1844.333,0,0,0
HIPC 1,algorithm_target_exact,no,,initial_recovery,Robots/robot_03/metrics/onboard/metrics-log-HIPC.txt,06C5C3ECE0B691F24E95A2F26C9EDDA0F4CF6709FF583567787BCE2B0638E794,2,45,none,D3F79920CF0197BF9A59FD61C5DD8503F64E15091DEA643D201F1145C592B26C,03,5/9,HIPC,0.1,36,0.0,2,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,29,82,31,11,34,12,13,5,3,1,1,0,425,1242,13257,22268,17,226560,3008,1,1062364,1062364.0,1062364,1181572,1,2248211,2248211.0,2248211,10.09615,2024.364,0,0,0
HIPC 2,operator_validated_capture_batch_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,486F7D94784CD714364BE0B25B21CFA907334F2F34A0BC2771196434687133FC,2,45,none,B1E55B0C8B2B26F3A437074F45C684A49521ED29447B42BF997F3D7EE3ED7767,00,7/2,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,11,36,112,39,10,45,11,22,12,6,2,0,1,561,1996,11540,28294,32,213984,15584,4,1638121,409530.3,422323,4814383,4,6501324,1625331.0,1663362,22.97775,2572.182,0,0,0
HIPC 2,operator_validated_capture_batch_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,62F3BFDD69397A46865648867B30D607F73A0AFB17DAE3A5E77FCCE6FD10CC4F,2,45,none,BF55B705D738B7D259DBB445816F6CA3EC9C52E5A06A6C405727732D54C3CA12,01,7/2,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,10,36,112,39,10,41,15,25,9,6,2,1,0,627,1930,11485,28697,25,217280,12288,3,1052270,350756.7,369306,3568076,3,4657029,1552343.0,1608103,16.22828,2869.7,0,3,1
HIPC 2,operator_validated_capture_batch_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,0A778F09180B6A032B78AF48A6B7189F71710E0CE138B6ADF7FE3CFD8F279D54,4,45,none,67266E5976197DF2BDA233157A250A8B9F3E9BBEB2C979D58024D1AA06D73EEC,02,7/2,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,14,39,109,35,14,41,15,26,8,6,2,1,0,634,1917,15524,28391,20,220256,9312,2,714005,357002.5,358153,2358069,2,3092456,1546228.0,1574354,10.89238,2027.929,0,0,0
HIPC 2,operator_validated_capture_batch_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,74F77B9D538A1DB25DED045B40A5C9FF8A61A384C651132F4CA14EBA37919F3F,4,45,none,ED4C0A2746FF4DCE79341DB304B13552FB280ADF974832577E767ADF8630FA21,03,7/2,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,15,38,111,34,15,41,16,29,5,6,2,1,0,521,2044,15839,28399,17,201952,27616,1,346125,346125.0,346125,1158213,1,1508534,1508534.0,1508534,5.311927,1893.267,0,0,0
HIPC 3,algorithm_target_exact,yes,robot_trial_time_range_gt_10pct:10.97%,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,486F7D94784CD714364BE0B25B21CFA907334F2F34A0BC2771196434687133FC,4,45,none,564E417366D31500F1A12F63C6C269BE47D5289643C7778381A364729AD6D621,00,3/11,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,9,24,56,18,9,20,10,14,4,3,1,1,0,355,1052,9036,17062,25,217232,12336,1,1590566,1590566.0,1590566,1158322,1,2753302,2753302.0,2753302,16.13704,1895.778,0,0,0
HIPC 3,algorithm_target_exact,yes,robot_trial_time_range_gt_10pct:10.97%,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,62F3BFDD69397A46865648867B30D607F73A0AFB17DAE3A5E77FCCE6FD10CC4F,3,45,none,547BC1F16CC16A3C7C72878F7B5C333DB0BADA80B85627EBC51DBE686C209F7C,01,3/11,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,8,20,58,20,7,21,8,14,3,3,1,0,1,287,1067,8541,16735,26,208416,21152,1,2160329,2160329.0,2160329,1159220,1,3323756,3323756.0,3323756,19.86111,2091.875,0,0,0
HIPC 3,algorithm_target_exact,yes,robot_trial_time_range_gt_10pct:10.97%,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,0A778F09180B6A032B78AF48A6B7189F71710E0CE138B6ADF7FE3CFD8F279D54,5,45,none,6245DA33948C744CE28FFDFDC1D1E48CC9D1CCFFD51CAE703D8DBF992271CAC8,02,3/11,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,5,18,60,22,5,23,6,11,6,3,1,1,0,323,1035,5936,17644,44,190288,39280,2,4303570,2151785.0,2168175,2376436,2,6695904,3347952.0,3371017,37.95004,3528.8,0,0,0
HIPC 3,algorithm_target_exact,yes,robot_trial_time_range_gt_10pct:10.97%,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,74F77B9D538A1DB25DED045B40A5C9FF8A61A384C651132F4CA14EBA37919F3F,5,45,none,C9F4A5045A62EFDBB267D368E0988B94F219FA8E8F55D9C24DFCF4D7CE55F13D,03,3/11,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,6,20,60,21,6,23,7,12,6,3,1,1,0,389,1028,7588,18658,38,214336,15232,2,3754558,1877279.0,1906462,2369281,2,6139078,3069539.0,3071138,32.90319,3109.667,0,0,0
HIPC 4,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,486F7D94784CD714364BE0B25B21CFA907334F2F34A0BC2771196434687133FC,5,45,none,99D07CCD3042135CCC182D3FD8D637325AF5CF31BB96A47020A7E677612F1B96,00,5/4,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,75,161,458,223,74,226,75,3,9,6,2,0,1,1657,5453,76152,114570,10,229248,240,3,395368,131789.3,133094,3603540,3,4025342,1341781.0,1406364,3.513435,1527.6,0,0,0
HIPC 4,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,62F3BFDD69397A46865648867B30D607F73A0AFB17DAE3A5E77FCCE6FD10CC4F,4,45,none,3C8607A7BA5D708158152199BD3B0910ACBC6F536B0AC6528EEEBEEB50ED82D8,01,5/4,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,77,157,462,220,77,223,78,12,0,6,2,1,0,1371,5747,79392,114779,7,222432,7136,0,0,0.0,0,0,0,0,0.0,0,0.0,1490.636,0,0,0
HIPC 4,algorithm_target_exact,no,,completed_trials,Robots/robot_02/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,0A778F09180B6A032B78AF48A6B7189F71710E0CE138B6ADF7FE3CFD8F279D54,6,45,none,45B868CAAEB10121BBF5E9FDF8CB3D33C024D43DFAB686D72876C3283FE332A2,02,5/4,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,74,151,468,223,74,226,75,12,0,6,2,1,0,1547,5583,80517,114657,6,226768,2800,0,0,0.0,0,0,0,0,0.0,0,0.0,1549.419,0,0,0
HIPC 4,algorithm_target_exact,no,,completed_trials,Robots/robot_03/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,74F77B9D538A1DB25DED045B40A5C9FF8A61A384C651132F4CA14EBA37919F3F,6,45,none,8FE46A2C362947EBF6428880B3DFC1F670A63FAA948379815857AFAFFB52C3B7,03,5/4,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,72,150,469,225,72,228,73,9,3,6,2,1,0,1619,5513,78561,114598,8,219872,9696,1,140114,140114.0,140114,1152574,1,1296920,1296920.0,1296920,1.131713,1591.639,0,0,0
HIPC 5,algorithm_target_exact,no,,completed_trials,Robots/robot_00/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,486F7D94784CD714364BE0B25B21CFA907334F2F34A0BC2771196434687133FC,6,45,none,435E09F8D9F58BA5194A17C4404DE739A69F191159AA908208454D8F129CBA8D,00,13/16,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,30,66,174,72,30,74,31,24,4,3,1,1,0,777,2934,30277,49818,16,209616,19952,1,1987857,1987857.0,1987857,1164329,1,3156433,3156433.0,3156433,6.335929,1660.6,0,0,0
HIPC 5,algorithm_target_exact,no,,completed_trials,Robots/robot_01/captures/2026-08-02_completed_trials/raw_onboard/metrics-log-HIPC.txt,62F3BFDD69397A46865648867B30D607F73A0AFB17DAE3A5E77FCCE6FD10CC4F,5,45,none,4A71CE5CB8DF57E0D6C30F8DDE43C76DA284600C3655EA0C99D6757DCF6240D2,01,13/16,HIPC,0.1,36,0.0,1,clue_search,3,dcta_parity_v1,92ebcdc84dc259fc27fc6123bef9ca9f0488a874e84e405344e349aa2d07d393,27,65,177,74,27,77,28,22,9,3,1,1,0,947,2887,28811,52539,24,216128,13440,3,5531418,1843806.0,1907303,3693142,3,9266019,3088673.0,3100001,17.63646,1945.889,0,0,0
